domestic_box_office;opening_weekend;titles
50400;38880;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
231119;88306;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
22557;7904;
67343;16392;
0;;
0;;
0;;
236637;110552;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
33901;15515;
0;;
0;;
0;;
80001807;30035838;
29615;19650;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6019;972;
0;;
1157;485;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9115240;1779410;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13688;13688;
0;;
0;;
0;;
4686402;144032;
0;;
0;;
84703;7257;
0;;
90679;28253;
0;;
0;;
0;;
0;;
15500045;246305;
0;;
0;;
81237;33517;
4515719;235272;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
29151;8891;
0;;
0;;
0;;
0;;
535596;82421;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
48947356;16627491;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7850;;
0;;
145626;6991;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
538358;182473;
62350;4821;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
196634;60971;
0;;
0;;
65845974;32828348;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1000000;1000000;
0;;
0;;
0;;
0;;
59390;19386;
0;;
0;;
0;;
0;;
0;;
0;;
534;534;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2386483;;
0;;
0;;
0;;
1205000;;
54827;27986;
0;;
13755;13755;
0;;
0;;
0;;
0;;
0;;
7086632;2104767;
0;;
234020;21578;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
120780;1718;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
500104;206591;
21277892;3623880;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
21757;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
164870264;71297219;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2684911;1236029;
0;;
160765;12390;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
53369745;393216;
0;;
45896028;18099805;
0;;
0;;
16263;6480;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
27558;8423;
0;;
0;;
0;;
0;;
0;;
23855569;7037017;
0;;
58504105;20001852;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
98929;26485;
0;;
0;;
0;;
0;;
269435;130701;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
84440;9992;
110500138;47776293;
0;;
0;;
0;;
0;;
0;;
8818;;
519525;13464;
0;;
158874395;46652680;
0;;
0;;
0;;
0;;
2528913;109085;
0;;
96368160;25725722;
0;;
45149;10449;
0;;
0;;
0;;
3439660;1125007;
2542518;432968;
93147;42165;
0;;
413522;78393;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
153016;9514;
0;;
0;;
37000;37000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
23358;3423;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
78966;47769;
0;;
0;;
0;;
0;;
0;;
21291;13325;
0;;
87881;26180;
176858;98322;
0;;
151991;11643;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
26035;16013;
0;;
0;;
771645;475524;
10127625;4178460;
0;;
22680962;6933620;
0;;
0;;
0;;
3355266;117651;
0;;
296027;23240;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
100746;53205;
0;;
0;;
28771;20480;
0;;
0;;
0;;
0;;
0;;
0;;
351205;48638;
7238;897;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10619670;4271346;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
610000;610000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
354103;18281;
0;;
0;;
0;;
0;;
0;;
39003;11392;
0;;
0;;
355559216;91500929;
0;;
98358;10654;
0;;
0;;
0;;
4950029;2511530;
3542;512;
148504;78817;
0;;
0;;
1030502;78400;
38699;18960;
0;;
1941;1454;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1044212;309694;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
399811;18010;
0;;
0;;
16124375;1348804;
0;;
0;;
0;;
0;;
0;;
232285;116974;
4501;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
344534;35796;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
101339;33998;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2995698;1310326;
4066487;1126401;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
39948;2394;
0;;
0;;
0;;
425934;425934;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
40124;19297;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
18853;11024;
0;;
4810790;865824;
0;;
0;;
0;;
0;;
0;;
0;;
6975;2720;
13282;3472;
0;;
0;;
34292;11605;
0;;
0;;
69496;36718;
0;;
0;;
0;;
0;;
0;;
0;;
30520;17841;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
171016727;56818067;
0;;
216494;78655;
6782066;2540240;
0;;
0;;
4672;;
0;;
0;;
0;;
0;;
0;;
0;;
15758;1934;
0;;
778566;462108;
0;;
0;;
0;;
13631124;5361937;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
855894;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
497747;170349;
0;;
0;;
0;;
0;;
0;;
160000;;
0;;
0;;
0;;
0;;
0;;
92002155;49404980;
0;;
1319170;;
0;;
0;;
0;;
0;;
0;;
2829379;138424;
0;;
0;;
0;;
23009270;7300225;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
234429;97639;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1637548;403852;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
514107;152598;
0;;
10853945;4759151;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
787460;69662;
0;;
21443;11468;
0;;
0;;
0;;
2155490;38249;
0;;
145175;13485;
0;;
15750;8183;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
51044;20684;
0;;
0;;
0;;
0;;
4367816;110492;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
24520;14007;
2676410;1000089;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
17200;7500;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
103935;15073;
0;;
0;;
17259427;7845658;
0;;
0;;
0;;
0;;
35417038;13007709;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
167962;79182;
0;;
0;;
50439;23182;
0;;
20831465;601032;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
220000;220000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3919;2672;
0;;
0;;
23911;6904;
0;;
0;;
0;;
0;;
0;;
4535154;2200537;
0;;
0;;
150816;57504;
0;;
144105346;54365242;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1224525;118647;
0;;
0;;
71788;9390;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
42068;21161;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4382;3660;
0;;
0;;
0;;
0;;
251837;18128;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
22782371;8030085;
0;;
0;;
0;;
0;;
139593;52642;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10017;944;
0;;
0;;
0;;
0;;
1016725;548848;
0;;
0;;
0;;
0;;
35910;14335;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
56489153;17325007;
0;;
0;;
0;;
0;;
213550366;90033210;
0;;
0;;
52656;6797;
700261;700261;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
297195;93128;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
20150241;8603407;
0;;
0;;
0;;
0;;
0;;
0;;
1047083;192352;
0;;
0;;
186634;31042;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
160891007;55225007;
0;;
0;;
333214;105768;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7181;7181;
0;;
0;;
0;;
35388976;10855054;
91884;46720;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
74491;36590;
0;;
0;;
0;;
0;;
41111;1350;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2041;358;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
8237403;4651571;
0;;
0;;
0;;
0;;
0;;
0;;
15002646;7442625;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10912;5000;
0;;
204709;17009;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
36205;5691;
0;;
5123;1732;
0;;
0;;
0;;
0;;
0;;
0;;
44253;6090;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
58434;28881;
0;;
0;;
0;;
1269;1269;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2839;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13028;8775;
0;;
0;;
0;;
0;;
0;;
858373000;357115007;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
20000;20000;
0;;
0;;
538179;152825;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4507;2487;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
76650;9950;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2404127;652358;
0;;
0;;
0;;
0;;
0;;
0;;
150010;57610;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
650565;51194;
45599;15125;
196322;19586;
0;;
0;;
76916;37594;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
429148;160371;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
25488;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
54094;19054;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10310734;4426161;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
424284;26496;
0;;
54733739;26347631;
7699452;2282593;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1577;602;
0;;
0;;
0;;
79174;27065;
0;;
1002852;205797;
0;;
31252;425;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
24624;16980;
0;;
108261111;41011174;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
788675;329840;
0;;
0;;
0;;
0;;
1803226;700181;
0;;
0;;
0;;
0;;
110995;72479;
0;;
0;;
0;;
1635118;52938;
519487;30209;
0;;
0;;
441366;43620;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
8340;1110;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1150000;1150000;
2188425;850000;
0;;
10260;4968;
0;;
5000;5000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
73257;26255;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
21515;13854;
0;;
0;;
0;;
11151;3842;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
176387;9248;
0;;
0;;
2729336;1276581;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
70632;13201;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1815440;65908;
0;;
0;;
0;;
0;;
5213243;2315638;
0;;
0;;
0;;
0;;
0;;
15243;;
0;;
0;;
53932;6320;
844743;318648;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
255599;36941;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
40713082;11282333;
0;;
7881;998;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
12138565;6002349;
0;;
0;;
0;;
2415;1806;
13250;4900;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
37191;;
0;;
0;;
0;;
4470;3430;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
259610;26650;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13589;6009;
12245;2624;
102651;20581;
0;;
40860481;15405455;
0;;
0;;
0;;
0;;
21903748;12045147;
28611;14138;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
504443;;
0;;
0;;
0;;
0;;
573503;259455;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6024;1194;
0;;
34287;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2657850;1039580;
0;;
0;;
0;;
0;;
54724696;24502775;
0;;
0;;
134696;64346;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10364;3207;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13391791;5434620;
0;;
0;;
0;;
224543292;75388688;
0;;
0;;
0;;
0;;
0;;
493;371;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10205616;4446190;
0;;
0;;
0;;
0;;
4450454;57353;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3518;3310;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2170750;426457;
0;;
0;;
0;;
16565;16285;
214390;100066;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
140371656;53505326;
19005109;6382298;
0;;
76289;5936;
206003;17891;
0;;
0;;
0;;
0;;
0;;
8140;8140;
0;;
0;;
0;;
0;;
0;;
24139;19697;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
32124;8056;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
49351;13936;
0;;
0;;
0;;
0;;
5860;2847;
0;;
0;;
0;;
0;;
0;;
13967;8595;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
5812500;5304455;
0;;
0;;
0;;
1988;1202;
0;;
31739;;
0;;
10410004;9103614;
0;;
0;;
0;;
82733;7433;
0;;
0;;
27744;8000;
0;;
0;;
0;;
0;;
424667;42953;
0;;
462;;
44736;3004;
33765;12891;
0;;
33500;11991;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7446823;2908221;
0;;
0;;
0;;
0;;
0;;
0;;
284229;;
0;;
0;;
0;;
0;;
0;;
339838;24467;
0;;
600654;12150;
0;;
0;;
0;;
0;;
0;;
106059;18063;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
11319;8712;
0;;
0;;
0;;
30134;2795;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3900193;1950793;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2175436;13775;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
35179;2553;
0;;
0;;
0;;
0;;
0;;
0;;
64764;3875;
0;;
114766307;45990748;
0;;
0;;
1827604;78782;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7467;1529;
3816;1936;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
101068;81323;
0;;
0;;
0;;
0;;
144201;16163;
137260;137260;
12804;4976;
0;;
445740;12487;
0;;
0;;
25694;15794;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
24278399;8807513;
927154;428034;
0;;
0;;
0;;
6133;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
752205;35111;
0;;
721439;509616;
0;;
0;;
0;;
13590514;8170315;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
143518;26214;
0;;
0;;
0;;
0;;
0;;
0;;
32638038;10622473;
0;;
0;;
0;;
0;;
0;;
0;;
121626598;28365416;
0;;
0;;
40127371;13148340;
0;;
0;;
0;;
0;;
0;;
0;;
126110;26855;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9927;2126;
0;;
0;;
0;;
0;;
29171;3295;
0;;
0;;
0;;
0;;
0;;
0;;
4567338;152636;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
127275;14298;
0;;
4075;4075;
0;;
0;;
0;;
0;;
51386;8809;
0;;
61555145;39119861;
0;;
51032;51032;
0;;
0;;
11301;6798;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3050;3050;
25386;16658;
0;;
0;;
0;;
15671;6368;
0;;
0;;
0;;
0;;
0;;
71334;40683;
13375;8334;
9767647;6219176;
0;;
61186570;22001750;
0;;
0;;
0;;
0;;
3502600;1763070;
0;;
175084580;71117625;
0;;
0;;
0;;
0;;
155732;;
0;;
0;;
0;;
0;;
45216793;15853646;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
25084;2477;
0;;
0;;
139270;20160;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
19699;2462;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
385305;101926;
10450;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
15850;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
12544;2536;
623088;;
0;;
9270920;3831401;
0;;
0;;
0;;
0;;
5336840;71657;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
64914050;28205665;
0;;
12642;;
0;;
0;;
0;;
0;;
17173321;6745121;
0;;
8495;4142;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
14465535;5188150;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
371784;34202;
0;;
0;;
0;;
0;;
209990;55403;
0;;
0;;
974;655;
0;;
0;;
29136;10585;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
23071;9909;
0;;
0;;
0;;
0;;
449561;37828;
0;;
0;;
9130;2420;
0;;
0;;
0;;
0;;
10466091;2607049;
0;;
342598;65001;
55817425;26205415;
0;;
0;;
0;;
0;;
0;;
116987516;35018731;
0;;
0;;
0;;
55333;6350;
0;;
0;;
0;;
0;;
0;;
0;;
29183;13045;
0;;
0;;
14242;10112;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
5958315;3131525;
0;;
0;;
0;;
15152;1871;
1107;310;
0;;
355308;24163;
45729221;13190286;
0;;
0;;
0;;
0;;
0;;
0;;
478775;217927;
0;;
0;;
0;;
0;;
0;;
856;856;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13760;8865;
0;;
0;;
0;;
0;;
1405488;749635;
0;;
0;;
0;;
0;;
0;;
73015;39519;
0;;
0;;
0;;
204512;15091;
0;;
0;;
9500;9500;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
238791;;
0;;
0;;
3162490;46931;
0;;
0;;
0;;
0;;
12611536;5823006;
0;;
1508593;514286;
0;;
0;;
15162470;2201269;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
54415;21794;
0;;
2971116;1396140;
0;;
0;;
20578185;12181865;
0;;
29450;9290;
0;;
0;;
134288;41945;
0;;
0;;
0;;
0;;
0;;
28264325;13367853;
0;;
254775;35304;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
48276510;16854735;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1861000;569446;
0;;
0;;
0;;
0;;
0;;
0;;
37127;4090;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
264552;264552;
0;;
0;;
89885;56692;
0;;
46855;22193;
8287061;4622018;
5495;2955;
0;;
0;;
0;;
16104;5792;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4006300;1565658;
5497;2222;
0;;
5354970;1988795;
15508;;
3186667;970935;
0;;
0;;
0;;
0;;
0;;
0;;
5611123;145218;
0;;
0;;
0;;
0;;
0;;
0;;
426829839;153433423;
0;;
386166;18266;
0;;
0;;
16118;5806;
0;;
0;;
0;;
86765;60170;
0;;
0;;
29118;13796;
39275;39275;
0;;
0;;
0;;
0;;
0;;
0;;
146066470;58018348;
11862;11862;
0;;
0;;
0;;
0;;
0;;
0;;
10055355;234482;
507;251;
0;;
26441782;12310420;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
694849;;
0;;
9723;2558;
0;;
5612;5612;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
16971;5686;
0;;
0;;
0;;
0;;
1273;1273;
594788;156120;
14500;13500;
0;;
20943;4446;
186920;4312;
30444;;
9966;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1442988;533397;
0;;
0;;
0;;
0;;
0;;
70592228;31053362;
145191;55964;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4617;3090;
0;;
0;;
0;;
72012;18653;
0;;
0;;
0;;
107799;41131;
0;;
0;;
0;;
0;;
0;;
0;;
71609;;
0;;
0;;
7888;991;
0;;
0;;
0;;
45265;11223;
9040224;1607040;
0;;
1618497;56419;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
432;432;
96713;57998;
0;;
0;;
0;;
0;;
27317;10240;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
183651655;80366312;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
73257045;27062332;
0;;
10544310;4481910;
0;;
0;;
0;;
0;;
0;;
3076;;
26597;6027;
0;;
0;;
2167632;989387;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
84158461;33010017;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2320649;647634;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
32934;12237;
0;;
0;;
0;;
0;;
6424420;2161480;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
204881;45863;
0;;
9619500;88065;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
5437971;2715384;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
