domestic_box_office;opening_weekend;titles
0;;
0;;
0;;
36001502;107858;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
53437;10422;
0;;
0;;
0;;
0;;
0;;
0;;
535000;;
0;;
0;;
0;;
0;;
13553826;5891252;
1831718;272109;
0;;
0;;
0;;
0;;
0;;
0;;
372562;36201;
0;;
27166770;6619870;
515202542;177383864;
0;;
0;;
0;;
0;;
0;;
0;;
50023780;537242;
0;;
0;;
6517;5475;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
22345542;4705265;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1730597;50383;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
265102;18422;
0;;
0;;
4140;546;
0;;
31762808;319157;
10429730;4240245;
0;;
0;;
0;;
0;;
1105;861;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9138;3389;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1291514;45548;
12573;4573;
0;;
323688;23564;
0;;
0;;
42310;3030;
0;;
248422;83295;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
5487;5294;
0;;
0;;
0;;
425332;226670;
0;;
0;;
0;;
0;;
150481;150481;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
316831246;59251543;
0;;
0;;
0;;
0;;
0;;
0;;
3956031;1459523;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
17291078;7008297;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
455544;192034;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10021787;9176695;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
12144;12144;
0;;
0;;
165364060;26769548;
43808310;11890490;
0;;
0;;
0;;
0;;
0;;
0;;
483685;13956;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9337;3155;
0;;
12424;3810;
0;;
0;;
0;;
0;;
9988;3251;
0;;
0;;
227714;227714;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1583;1583;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
11136084;102606;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
61696436;13251238;
0;;
0;;
0;;
0;;
28539757;9261268;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
704744;232452;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
477373578;130263358;
1658790;134333;
0;;
177437;112356;
0;;
0;;
0;;
0;;
0;;
80496;31305;
0;;
0;;
0;;
0;;
18759;10837;
0;;
0;;
0;;
0;;
0;;
0;;
55632;12140;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
57716;9375;
23862;10626;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
11888;5290;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
117624357;31474958;
0;;
0;;
0;;
0;;
17801306;8351109;
0;;
8314;4472;
0;;
0;;
547207;60582;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1077584;41156;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
44451847;12723781;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
122587;19523;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1237;1237;
0;;
17156058;5605051;
0;;
0;;
0;;
0;;
0;;
0;;
3868;2468;
0;;
119466;10571;
0;;
4832;1894;
0;;
0;;
0;;
0;;
177262;13880;
0;;
20322;7805;
0;;
67578;12269;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
56846802;17897419;
0;;
3012615;301065;
0;;
0;;
35150750;11441055;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
459466;;
0;;
0;;
0;;
0;;
6173;1904;
90545;36787;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9277736;3500454;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
24808;4719;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
43082155;11676720;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4846;1790;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
5801249;2901335;
0;;
51891;7287;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10683;5864;
0;;
0;;
0;;
0;;
0;;
31581712;14114124;
0;;
0;;
0;;
0;;
33155;5253;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1581681;560282;
0;;
14941;4612;
0;;
0;;
62253077;29033832;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10606;3407;
0;;
0;;
0;;
0;;
0;;
0;;
53144;12348;
0;;
0;;
0;;
0;;
850000;850000;
0;;
0;;
0;;
0;;
0;;
481924;;
0;;
0;;
0;;
0;;
0;;
0;;
25621766;8865082;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
22012729;8376846;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2213;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10867104;427797;
0;;
0;;
0;;
0;;
0;;
43059;20629;
4589490;93520;
0;;
33370906;349555;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
62625;21185;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
57384;9804;
18169;;
113929605;36948713;
0;;
0;;
0;;
15532;1602;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
555030;267771;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6546159;3106730;
2343;416;
0;;
0;;
0;;
0;;
0;;
0;;
31588;4255;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
8320;5325;
0;;
127240;4632;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7301;3894;
0;;
0;;
0;;
0;;
0;;
9619;2200;
5152;997;
24951;3117;
0;;
97864733;30300007;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
73118130;26803104;
130897;10090;
0;;
14938;8248;
365918;;
0;;
113858;2767;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
907163;144736;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
319976;54058;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
104732;30978;
0;;
0;;
0;;
48546770;20552372;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
335451311;96202337;
706572;324769;
0;;
487157;156096;
0;;
0;;
3640355;1607627;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2323409;875600;
594982;251842;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10128;2424;
0;;
0;;
0;;
0;;
0;;
0;;
24319961;2916548;
219680;21151;
0;;
0;;
0;;
5166;2922;
9345;4401;
0;;
0;;
0;;
0;;
0;;
0;;
26972;14854;
0;;
0;;
33856;23630;
0;;
0;;
0;;
0;;
0;;
32413;28863;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
140306;22437;
0;;
0;;
0;;
0;;
0;;
0;;
71146;8552;
0;;
2884827;;
0;;
0;;
128831;79517;
0;;
0;;
0;;
704780;41202;
0;;
282499;88559;
0;;
0;;
0;;
6460965;719305;
0;;
12668325;2250430;
0;;
0;;
0;;
2120992;;
57000;25000;
0;;
0;;
0;;
0;;
35000;35000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
19984;12737;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2109160;904808;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1070;1070;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
260;135;
0;;
1573734;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
32705;12010;
0;;
0;;
0;;
0;;
6306897;918112;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
44819352;18872919;
50188370;19001398;
0;;
60761390;20612100;
41265;3549;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
46801036;16701957;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
20171;5449;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
317217;66546;
0;;
213441;94989;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2964816;;
0;;
0;;
0;;
113591;;
0;;
409363;178602;
1460;452;
4689;3168;
33841;5424;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
12049;4381;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
164346;82543;
0;;
0;;
32016;4938;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
121642;53678;
0;;
0;;
0;;
0;;
0;;
0;;
9197;5310;
24117;9708;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
14078;4115;
0;;
104963598;33181361;
0;;
0;;
146535;8127;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
96853865;31033665;
166971;28836;
97655;41139;
0;;
5332621;2679027;
0;;
0;;
0;;
17370;7415;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6000;6000;
0;;
0;;
0;;
0;;
4109;2581;
0;;
2241980;700160;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
13262;4497;
0;;
0;;
461863;296162;
0;;
0;;
0;;
80657;15734;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4252657;113235;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
303230;;
0;;
43262;25206;
4443;1255;
0;;
0;;
0;;
0;;
0;;
55608;20458;
0;;
0;;
0;;
0;;
0;;
276591;161543;
0;;
0;;
0;;
15502;2019;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2004400;614335;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2302;1200;
0;;
0;;
0;;
211593228;91062152;
0;;
0;;
0;;
2670925;1098401;
0;;
0;;
0;;
0;;
0;;
0;;
18555;10861;
0;;
0;;
0;;
0;;
694410;94504;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9087;4287;
0;;
0;;
0;;
0;;
58568815;9724200;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1996766;64965;
0;;
0;;
0;;
330181;24154;
0;;
31378;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
291477;153799;
300460;133475;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
685380;225691;
0;;
0;;
0;;
0;;
502252;104798;
0;;
32259;15141;
0;;
0;;
0;;
5215062;2338669;
0;;
0;;
0;;
0;;
0;;
0;;
58115;14691;
151307;23086;
0;;
0;;
725042;430898;
0;;
0;;
2626284;1702607;
0;;
0;;
0;;
2455;2202;
0;;
0;;
405904;150497;
0;;
0;;
0;;
0;;
197463;12361;
4019;500;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
167169;19435;
5553;2643;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
28273;9436;
0;;
0;;
0;;
0;;
0;;
0;;
406473;49843;
0;;
0;;
0;;
0;;
614201;18258;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
549385;36425;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
184477;106084;
0;;
0;;
0;;
0;;
0;;
0;;
160930;87552;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
34700142;8146533;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
69030436;21380987;
0;;
0;;
28714231;8015590;
958907;2580;
14879;;
0;;
0;;
0;;
0;;
9030855;3600355;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
10236;10236;
0;;
0;;
0;;
0;;
0;;
9198356;3462308;
0;;
0;;
0;;
0;;
0;;
0;;
3759854;67344;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
51212;10398;
1117808;290000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
267;267;
0;;
0;;
8921;6795;
0;;
0;;
0;;
0;;
0;;
104965;18285;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
301429;24753;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3660413;1365005;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3439;2107;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
9358025;4000470;
0;;
0;;
22260900;8427265;
0;;
0;;
83140306;21402605;
0;;
0;;
0;;
0;;
21600;21600;
0;;
0;;
0;;
0;;
10771;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
278378;108305;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
20457158;204793;
0;;
0;;
0;;
0;;
252734;20523;
0;;
12180032;5527410;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
86858;48205;
0;;
0;;
4376820;2156272;
11901145;4333305;
0;;
0;;
0;;
0;;
0;;
0;;
17303;3568;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1573276;50264;
0;;
0;;
0;;
0;;
0;;
68947075;20915346;
0;;
0;;
0;;
0;;
0;;
0;;
1115008;656530;
0;;
60477943;17431588;
0;;
0;;
0;;
296751;96991;
0;;
0;;
159218;13137;
0;;
0;;
0;;
0;;
0;;
413656;;
0;;
0;;
30210;6188;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
50168;7150;
0;;
0;;
2010613;132987;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
95100;40366;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
157252;60379;
0;;
0;;
10475990;3119875;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4809800;2296491;
0;;
0;;
0;;
0;;
0;;
534611;3786;
0;;
0;;
41657076;10354073;
102982;43863;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
4656;4656;
0;;
636673;245561;
0;;
0;;
0;;
0;;
304167;144533;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
173956935;60038950;
478949;32441;
0;;
290217;110375;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2744;2744;
0;;
0;;
0;;
281245;19437;
61035;16928;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6390;965;
913935;370315;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
242734;33261;
0;;
0;;
0;;
0;;
0;;
0;;
43796;9350;
457000;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
11527;5217;
0;;
0;;
0;;
0;;
0;;
108161;2789;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
26514814;5861836;
0;;
0;;
0;;
6400032;1211089;
0;;
0;;
18003204;18003204;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
142502728;41082018;
955781;60223;
0;;
0;;
0;;
0;;
0;;
0;;
7136342;180711;
0;;
0;;
0;;
0;;
1652;1652;
0;;
0;;
18148;5545;
0;;
69464;7162;
0;;
0;;
0;;
4409;544;
0;;
7100581;2859409;
0;;
1070714;270302;
0;;
0;;
0;;
0;;
0;;
364138;140218;
0;;
0;;
0;;
47700000;22789600;
0;;
0;;
0;;
37176373;5915542;
0;;
0;;
0;;
107729;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
24322;12301;
11315374;2811703;
0;;
0;;
0;;
0;;
0;;
8056636;1808533;
0;;
0;;
0;;
0;;
2465;1631;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7574;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
30796;6455;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
37686805;10749011;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
6784;2585;
0;;
0;;
0;;
732515;43483;
0;;
0;;
0;;
11897;5686;
0;;
0;;
0;;
0;;
0;;
0;;
1349284;522937;
0;;
0;;
0;;
0;;
0;;
19390;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
798588139;260138569;
20268;10170;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1039866;96593;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
3695533;1164810;
813844;14614;
5978673;2633717;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
322598;22512;
0;;
0;;
0;;
0;;
2269878;870726;
0;;
0;;
185026;91943;
0;;
0;;
0;;
72347;24397;
0;;
76511;;
0;;
0;;
0;;
0;;
6949;6949;
0;;
0;;
0;;
0;;
0;;
44205;938;
0;;
475488;301028;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2113;1433;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
11307;2083;
252293;149036;
0;;
0;;
0;;
0;;
0;;
17700478;351330;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
367849;150330;
0;;
0;;
0;;
0;;
0;;
256;256;
0;;
0;;
0;;
0;;
14163574;;
0;;
0;;
33170;13144;
0;;
0;;
0;;
0;;
0;;
0;;
38451444;10574618;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
147595;82640;
0;;
0;;
0;;
0;;
1038255;573031;
0;;
0;;
0;;
0;;
0;;
590671;241740;
2410914;114374;
0;;
22370452;8225384;
0;;
0;;
0;;
0;;
543638043;191770759;
0;;
0;;
39014193;12005210;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
22307;1469;
0;;
0;;
0;;
0;;
301162;142694;
0;;
0;;
0;;
130934;56570;
0;;
0;;
0;;
0;;
0;;
45005;7808;
0;;
0;;
0;;
3000;3000;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1013820;44942;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
752885;252664;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
148091;;
0;;
0;;
0;;
49676;;
0;;
0;;
339754;24794;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
378405;38761;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
159014;35098;
516520;138237;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
36501;36501;
0;;
6820;2532;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
158976880;22326230;
0;;
0;;
0;;
13388000;4245000;
0;;
0;;
0;;
0;;
0;;
27426363;6560030;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1921657;989536;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
17094694;345157;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
1807116;454257;
50722;22145;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
758223;279125;
132500;51315;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
8063;;
4962;1955;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
390532085;92579212;
86961;28490;
0;;
0;;
74152591;20269723;
0;;
0;;
0;;
73286650;17010050;
0;;
903018;48050;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
643658;246491;
0;;
531430;215675;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
7818;786;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
16937037;5319280;
0;;
53809574;14423794;
480774;211286;
95947860;27206494;
0;;
0;;
0;;
0;;
0;;
35750;27300;
0;;
0;;
0;;
0;;
37012;7695;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
332432;19643;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
60389;27427;
288714;170629;
0;;
0;;
8316;3620;
0;;
0;;
0;;
62376;60511;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
434038008;120908065;
196258;10008;
0;;
0;;
0;;
0;;
7743794;3600647;
29208403;14094594;
0;;
0;;
0;;
49030;25150;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
137852;65540;
0;;
0;;
4894;478;
0;;
4051990;1384296;
0;;
0;;
0;;
2005481;134447;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
2600;2600;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
25878;6051;
0;;
0;;
0;;
0;;
21360215;8901419;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
19046;6100;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
15083946;5406033;
0;;
0;;
128885266;44008406;
606356;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
0;;
